"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414741","7.21","22527","","","","0"
"2019/2020","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414741","7.21","23828","","","","0"
"2020/2021","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414741","7.21","25521","","","","0"
"2021/2022","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414741","7.21","26196","","","","0"
"2022/2023","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414741","7.21","27086","","","","0"
"2023/2024","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414741","7.21","28152","","","","0"
"2006/2007","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","11546","","","","0"
"2007/2008","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","11394","","","","0"
"2008/2009","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","12452","","","","0"
"2009/2010","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","13076","","","","0"
"2010/2011","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","13713","","","","0"
"2011/2012","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","14339","","","","0"
"2012/2013","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","17624","","","","0"
"2013/2014","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","19768","","","","0"
"2014/2015","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","21160","","","","0"
"2015/2016","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","21990","","","","0"
"2016/2017","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","23260","","","","0"
"2017/2018","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","24719","","","","0"
"2018/2019","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","23396","","","","0"
"2019/2020","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","24625","","","","0"
"2020/2021","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","25562","","","","0"
"2021/2022","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","26944","","","","0"
"2022/2023","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","27003","","","","0"
"2023/2024","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427870","7.1","27991","","","","0"
"2006/2007","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","13584","","","","0"
"2007/2008","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","14227","","","","0"
"2008/2009","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","14366","","","","0"
"2009/2010","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","15756","","","","0"
"2010/2011","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","16436","","","","0"
"2011/2012","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","15020","","","","0"
"2012/2013","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","16044","","","","0"
"2013/2014","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","17059","","","","0"
"2014/2015","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","18095","","","","0"
"2015/2016","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","20090","","","","0"
"2016/2017","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","20502","","","","0"
"2017/2018","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","22490","","","","0"
"2018/2019","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","20576","","","","0"
"2019/2020","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","21222","","","","0"
"2020/2021","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","22209","","","","0"
"2021/2022","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","22518","","","","0"
"2022/2023","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","23797","","","","0"
"2023/2024","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427880","7.2","24391","","","","0"
"2006/2007","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","11077","","","","0"
"2007/2008","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","11323","","","","0"
"2008/2009","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","12167","","","","0"
"2009/2010","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","12604","","","","0"
"2010/2011","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","13156","","","","0"
"2011/2012","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","13868","","","","0"
"2012/2013","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","14196","","","","0"
"2013/2014","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","15051","","","","0"
"2014/2015","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","15801","","","","0"
"2015/2016","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","16775","","","","0"
"2016/2017","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","17082","","","","0"
"2017/2018","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","17563","","","","0"
"2018/2019","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","14938","","","","0"
"2019/2020","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","15409","","","","0"
"2020/2021","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","15895","","","","0"
"2021/2022","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","16470","","","","0"
"2022/2023","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","16973","","","","0"
"2023/2024","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427881","7.3","17544","","","","0"
"2006/2007","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","10194","","","","0"
"2007/2008","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","10950","","","","0"
"2008/2009","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","11791","","","","0"
"2009/2010","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","12379","","","","0"
"2010/2011","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","13449","","","","0"
"2011/2012","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","14198","","","","0"
"2012/2013","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","14900","","","","0"
"2013/2014","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","15739","","","","0"
"2014/2015","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","16771","","","","0"
"2015/2016","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","17628","","","","0"
"2016/2017","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","18179","","","","0"
"2017/2018","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","18472","","","","0"
"2018/2019","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","17615","","","","0"
"2019/2020","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","18236","","","","0"
"2020/2021","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","19468","","","","0"
"2021/2022","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","19881","","","","0"
"2022/2023","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","20470","","","","0"
"2023/2024","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427882","7.4","21096","","","","0"
"2006/2007","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","14236","","","","0"
"2007/2008","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","14201","","","","0"
"2008/2009","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","14266","","","","0"
"2009/2010","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","13314","","","","0"
"2010/2011","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","13716","","","","0"
"2011/2012","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","16906","","","","0"
"2012/2013","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","16502","","","","0"
"2013/2014","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","17242","","","","0"
"2014/2015","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","20753","","","","0"
"2015/2016","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","21277","","","","0"
"2016/2017","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","20017","","","","0"
"2017/2018","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","20180","","","","0"
"2018/2019","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","18713","","","","0"
"2019/2020","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","20711","","","","0"
"2020/2021","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","20419","","","","0"
"2021/2022","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","20427","","","","0"
"2022/2023","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","21260","","","","0"
"2023/2024","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427883","7.5","21885","","","","0"
"2006/2007","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","34263","","","","0"
"2007/2008","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","16470","","","","0"
"2008/2009","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","18360","","","","0"
"2009/2010","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","20606","","","","0"
"2010/2011","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","20679","","","","0"
"2011/2012","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","27935","","","","0"
"2012/2013","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","22248","","","","0"
"2013/2014","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","24521","","","","0"
"2014/2015","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","23835","","","","0"
"2015/2016","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","24853","","","","0"
"2016/2017","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","27505","","","","0"
"2017/2018","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","28979","","","","0"
"2018/2019","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","31468","","","","0"
"2019/2020","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","32297","","","","0"
"2020/2021","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","34427","","","","0"
"2021/2022","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","35743","","","","0"
"2022/2023","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","34768","","","","0"
"2023/2024","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427884","7.6","36145","","","","0"
"2007/2008","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","48650","","","","0"
"2008/2009","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","48492","","","","0"
"2009/2010","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","51284","","","","0"
"2010/2011","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","77566","","","","0"
"2011/2012","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","81976","","","","0"
"2012/2013","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","86158","","","","0"
"2013/2014","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","81824","","","","0"
"2014/2015","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","83388","","","","0"
"2015/2016","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","84558","","","","0"
"2016/2017","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","81931","","","","0"
"2017/2018","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","75067","","","","0"
"2018/2019","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","92819","","","","0"
"2019/2020","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","88513","","","","0"
"2020/2021","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","92725","","","","0"
"2021/2022","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","98492","","","","0"
"2022/2023","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","100987","","","","0"
"2023/2024","Ontario","2016A000235","Executive MBA","Current dollars","75","units","0","v62427885","7.7","101905","","","","0"
"2007/2008","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","34959","","","","0"
"2008/2009","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","32424","","","","0"
"2009/2010","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","34881","","","","0"
"2010/2011","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","35729","","","","0"
"2011/2012","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","41449","","","","0"
"2012/2013","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","38610","","","","0"
"2013/2014","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","40679","","","","0"
"2014/2015","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","43946","","","","0"
"2015/2016","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","44049","","","","0"
"2016/2017","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","45148","","","","0"
"2017/2018","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","47106","","","","0"
"2018/2019","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","48458","","","","0"
"2019/2020","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","49480","","","","0"
"2020/2021","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","50624","","","","0"
"2021/2022","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","52412","","","","0"
"2022/2023","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","55798","","","","0"
"2023/2024","Ontario","2016A000235","Regular MBA","Current dollars","75","units","0","v62427886","7.8","57556","","","","0"
"2006/2007","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","12122","","","","0"
"2007/2008","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","12241","","","","0"
"2008/2009","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","13121","","","","0"
"2009/2010","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","13423","","","","0"
"2010/2011","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","14426","","","","0"
"2011/2012","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","15224","","","","0"
"2012/2013","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","15408","","","","0"
"2013/2014","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","16278","","","","0"
"2014/2015","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","17212","","","","0"
"2015/2016","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","17972","","","","0"
"2016/2017","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","18562","","","","0"
"2017/2018","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","19490","","","","0"
"2018/2019","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","18456","","","","0"
"2019/2020","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","18796","","","","0"
"2020/2021","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","19337","","","","0"
"2021/2022","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","19876","","","","0"
"2022/2023","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","20788","","","","0"
"2023/2024","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427887","7.9","21031","","","","0"
"2006/2007","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","10980","","","","0"
"2007/2008","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","11671","","","","0"
"2008/2009","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","12538","","","","0"
"2009/2010","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","13900","","","","0"
"2010/2011","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","14567","","","","0"
"2011/2012","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","15493","","","","0"
"2012/2013","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","14436","","","","0"
"2013/2014","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","15228","","","","0"
"2014/2015","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","16218","","","","0"
"2015/2016","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","16953","","","","0"
"2016/2017","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","18242","","","","0"
"2017/2018","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","18984","","","","0"
"2018/2019","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","20165","","","","0"
"2019/2020","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","21994","","","","0"
"2020/2021","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","22967","","","","0"
"2021/2022","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","23335","","","","0"
"2022/2023","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","23920","","","","0"
"2023/2024","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427871","7.10","24601","","","","0"
"2006/2007","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","13794","","","","0"
"2007/2008","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","13594","","","","0"
"2008/2009","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","13167","","","","0"
"2009/2010","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","14884","","","","0"
"2010/2011","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","15413","","","","0"
"2011/2012","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","16077","","","","0"
"2012/2013","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","17129","","","","0"
"2013/2014","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","18227","","","","0"
"2014/2015","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","19261","","","","0"
"2015/2016","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","20362","","","","0"
"2016/2017","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","21678","","","","0"
"2017/2018","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","23216","","","","0"
"2018/2019","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","23649","","","","0"
"2019/2020","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","25381","","","","0"
"2020/2021","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","27719","","","","0"
"2021/2022","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","28415","","","","0"
"2022/2023","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","30387","","","","0"
"2023/2024","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427872","7.11","31878","","","","0"
"2006/2007","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","12747","","","","0"
"2007/2008","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","13440","","","","0"
"2008/2009","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","14419","","","","0"
"2009/2010","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","14557","","","","0"
"2010/2011","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","15540","","","","0"
"2011/2012","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","16416","","","","0"
"2012/2013","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","18280","","","","0"
"2013/2014","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","19604","","","","0"
"2014/2015","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","20696","","","","0"
"2015/2016","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","22583","","","","0"
"2016/2017","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","24354","","","","0"
"2017/2018","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","25474","","","","0"
"2018/2019","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","20963","","","","0"
"2019/2020","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","22101","","","","0"
"2020/2021","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","23711","","","","0"
"2021/2022","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","24210","","","","0"
"2022/2023","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","25763","","","","0"
"2023/2024","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427873","7.12","26576","","","","0"
"2006/2007","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","7077","","","","0"
"2007/2008","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","8470","","","","0"
"2008/2009","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","9835","","","","0"
"2009/2010","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","10414","","","","0"
"2010/2011","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","10959","","","","0"
"2011/2012","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","11329","","","","0"
"2012/2013","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","10476","","","","0"
"2013/2014","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","11369","","","","0"
"2014/2015","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","12227","","","","0"
"2015/2016","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","13835","","","","0"
"2016/2017","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","15486","","","","0"
"2017/2018","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","15450","","","","0"
"2018/2019","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","15104","","","","0"
"2019/2020","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","15952","","","","0"
"2020/2021","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","16624","","","","0"
"2021/2022","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","16665","","","","0"
"2022/2023","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","19001","","","","0"
"2023/2024","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427874","7.13","19948","","","","0"
"2007/2008","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62468783","7.14","26299","","","","0"
"2008/2009","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62468783","7.14","","..","","","0"
"2009/2010","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62468783","7.14","","..","","","0"
"2010/2011","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62468783","7.14","","..","","","0"
"2011/2012","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62468783","7.14","","..","","","0"
